station_code,station_name,state,district,observation_date,season,max_temp_c,min_temp_c,avg_temp_c,rainfall_mm,relative_humidity_percent,wind_speed_kmh,wind_direction,visibility_km,cloud_cover_percent,sunshine_hours,atmospheric_pressure_hpa,soil_temperature_c,heat_index_c,dew_point_c,flood_warning,cyclone_alert,rainfall_category,weather_condition
IMD1504,Patiala Weather Station,Punjab,Patiala,2022-12-13,Winter,20.5,12.9,15.6,4.007576025332118,43,22.8,NE,7.5,56,3.6,1012.9,16.9,17.8,4.2,No,No,Light,Rain
IMD1505,Durgapur Weather Station,West Bengal,Durgapur,2021-01-21,Winter,21.3,10.0,16.7,2.5027041346428875,50,4.1,SE,12.3,41,10.4,1016.3,19.1,19.2,6.7,No,Yes,Light,Haze
IMD1506,Pune Weather Station,Maharashtra,Pune,2022-06-20,Monsoon,35.4,22.3,28.5,56.2,75,20.5,N,3.4,81,8.3,1009.2,30.3,32.2,23.5,No,No,Moderate,Cloudy
IMD1507,Patiala Weather Station,Punjab,Patiala,2023-05-08,Summer,40.2,31.7,35.5,2.6797730562697244,41,25.9,SE,4.9,32,1.3,1025.8,34.5,37.5,23.7,No,No,Light,Haze
IMD1508,Guwahati Weather Station,Assam,Guwahati,2024-09-02,Monsoon,37.8,27.2,32.5,39.2,71,23.6,SW,11.1,69,0.5,1011.1,34.2,36.0,26.7,No,Yes,Moderate,Rain
IMD1509,Madurai Weather Station,Tamil Nadu,Madurai,2021-01-27,Winter,24.2,17.4,21.9,5.134101037353691,52,38.9,NE,3.0,3,9.6,1010.8,23.3,24.5,12.3,No,Yes,Light,Clear
IMD1510,Jaipur Weather Station,Rajasthan,Jaipur,2023-12-25,Winter,19.6,10.1,16.8,4.272851220609158,41,25.4,NE,14.7,5,0.5,1008.7,17.1,18.9,5.0,No,No,Light,Fog
IMD1511,Meerut Weather Station,Uttar Pradesh,Meerut,2023-09-26,Monsoon,33.7,24.5,30.4,17.2,55,17.7,SW,12.3,43,9.1,1013.3,31.7,33.1,21.4,No,No,Light,Clear
IMD1512,Kanpur Weather Station,Uttar Pradesh,Kanpur,2022-01-19,Winter,21.9,13.0,17.0,1.507303320102484,52,31.4,SE,7.7,77,4.5,1006.9,18.2,19.6,7.4,No,No,Light,Clear
IMD1513,Hubballi Weather Station,Karnataka,Hubballi,2024-09-25,Monsoon,30.4,22.3,25.5,45.9,74,23.0,SW,6.0,98,2.7,1018.0,25.4,29.2,20.3,No,No,Moderate,Clear
IMD1514,Nagpur Weather Station,Maharashtra,Nagpur,2020-03-20,Summer,38.0,26.3,32.2,6.65310665650289,40,33.1,NE,12.3,78,3.0,1003.5,32.8,34.2,20.2,No,No,Light,Clear
IMD1515,Amritsar Weather Station,Punjab,Amritsar,2024-06-07,Monsoon,37.4,28.8,31.2,28.2,56,6.7,E,9.1,49,11.8,1008.0,34.1,34.0,22.4,No,No,Moderate,Rain
IMD1516,Durgapur Weather Station,West Bengal,Durgapur,2024-03-15,Summer,37.9,31.1,35.0,6.912556284879373,48,7.7,SW,9.2,65,7.9,1014.0,36.3,37.4,24.6,No,No,Light,Fog
IMD1517,Bengaluru Weather Station,Karnataka,Bengaluru,2024-04-09,Summer,39.5,29.2,34.3,1.0,37,17.5,SE,14.9,4,11.0,1022.0,33.3,36.1,21.7,No,No,Light,Thunderstorm
IMD1518,Jorhat Weather Station,Assam,Jorhat,2022-08-16,Monsoon,34.6,26.9,31.9,28.4,57,28.5,SE,1.9,26,6.9,1011.0,32.3,34.8,23.3,No,No,Moderate,Fog
IMD1519,Jodhpur Weather Station,Rajasthan,Jodhpur,2023-09-16,Monsoon,31.3,23.4,26.9,59.7,76,4.7,NW,9.1,11,11.5,1012.2,29.7,30.7,22.1,No,No,Moderate,Fog
IMD1520,Jodhpur Weather Station,Rajasthan,Jodhpur,2020-09-11,Monsoon,29.1,20.6,26.8,28.9,51,30.5,SE,9.7,65,10.1,1019.2,29.1,29.4,17.0,No,No,Moderate,Clear
IMD1521,Madurai Weather Station,Tamil Nadu,Madurai,2024-05-28,Summer,38.7,31.8,35.1,1.0,38,10.0,W,11.8,50,1.5,1018.8,34.7,37.0,22.7,No,Yes,Light,Cloudy
IMD1522,Siliguri Weather Station,West Bengal,Siliguri,2020-01-28,Winter,17.2,11.5,14.2,6.439028888465697,55,10.0,N,13.4,9,11.4,1013.4,13.0,16.9,5.2,No,Yes,Light,Cloudy
IMD1523,Jodhpur Weather Station,Rajasthan,Jodhpur,2024-04-13,Summer,34.2,25.4,29.7,1.4491014768855839,37,18.3,S,9.1,82,8.3,997.7,32.6,31.6,17.1,No,No,Light,Clear
IMD1524,Meerut Weather Station,Uttar Pradesh,Meerut,2022-09-20,Monsoon,29.6,21.6,26.2,29.6,55,30.1,W,14.7,9,6.4,1018.5,24.4,28.9,17.2,No,No,Moderate,Thunderstorm
IMD1525,Durgapur Weather Station,West Bengal,Durgapur,2023-06-28,Monsoon,34.1,26.0,28.3,11.5,50,31.7,S,6.8,41,10.7,1005.6,27.9,30.8,18.3,No,Yes,Light,Clear
IMD1526,Guwahati Weather Station,Assam,Guwahati,2024-10-08,Post-Monsoon,26.9,15.2,22.0,4.914873955652204,53,17.4,S,7.6,57,3.9,1014.4,22.4,24.6,12.6,No,No,Light,Clear
IMD1527,Hubballi Weather Station,Karnataka,Hubballi,2024-04-30,Summer,39.5,28.2,34.0,2.6979749375658546,47,10.2,SW,10.6,30,7.8,1016.5,32.2,36.4,23.4,No,No,Light,Rain
IMD1528,Jorhat Weather Station,Assam,Jorhat,2022-07-14,Monsoon,31.8,18.9,25.4,57.9,77,28.3,NW,13.3,25,7.9,1009.6,24.7,29.2,20.8,No,Yes,Moderate,Rain
IMD1529,Madurai Weather Station,Tamil Nadu,Madurai,2020-01-14,Winter,23.6,12.1,16.9,2.47146719482677,39,24.8,SE,10.3,91,7.6,1016.5,17.3,18.8,4.7,No,No,Light,Cloudy
IMD1530,Amritsar Weather Station,Punjab,Amritsar,2024-01-04,Winter,20.2,13.9,16.8,2.294182964428167,52,38.6,W,7.8,71,1.4,1018.7,18.1,19.4,7.2,No,No,Light,Fog
IMD1531,Kolkata Weather Station,West Bengal,Kolkata,2024-04-01,Summer,38.3,30.1,35.7,1.2700694967426838,43,27.6,SE,8.5,35,2.0,1007.4,37.6,37.9,24.3,No,No,Light,Thunderstorm
IMD1532,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2022-01-07,Winter,29.4,18.3,22.5,1.1749047422415266,53,21.8,W,9.0,80,0.5,1013.1,22.7,25.1,13.1,No,Yes,Light,Haze
IMD1533,Jodhpur Weather Station,Rajasthan,Jodhpur,2023-03-23,Summer,40.6,33.0,36.9,2.7433488636459744,45,29.0,N,12.3,2,7.4,1015.4,35.4,39.1,25.9,No,No,Light,Thunderstorm
IMD1534,Hubballi Weather Station,Karnataka,Hubballi,2024-09-22,Monsoon,31.4,24.2,28.5,36.8,56,34.9,NE,1.2,43,7.6,1019.3,26.7,31.3,19.7,No,No,Moderate,Fog
IMD1535,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2021-07-28,Monsoon,34.2,21.7,27.8,12.9,47,30.8,W,3.4,5,11.2,1017.9,30.7,30.2,17.2,No,Yes,Light,Thunderstorm
IMD1536,Chennai Weather Station,Tamil Nadu,Chennai,2024-03-20,Summer,44.3,33.3,38.1,6.417507066363351,46,28.1,N,2.0,33,6.1,1009.3,36.2,40.4,27.3,No,No,Light,Rain
IMD1537,Guwahati Weather Station,Assam,Guwahati,2020-08-24,Monsoon,35.5,27.7,32.2,19.4,56,22.9,SE,6.0,52,1.8,1003.6,34.1,35.0,23.4,No,No,Light,Clear
IMD1538,Siliguri Weather Station,West Bengal,Siliguri,2021-01-10,Winter,27.6,19.9,22.4,1.0,46,6.7,W,1.5,82,3.7,1008.3,20.5,24.7,11.6,No,Yes,Light,Thunderstorm
IMD1539,Jorhat Weather Station,Assam,Jorhat,2022-06-18,Monsoon,25.7,20.4,22.5,24.1,58,12.6,NE,11.3,34,2.4,1007.4,21.2,25.4,14.1,No,No,Moderate,Rain
IMD1540,Jaipur Weather Station,Rajasthan,Jaipur,2022-10-08,Post-Monsoon,30.1,20.4,26.9,8.254824753283861,46,32.3,S,13.0,41,6.5,1021.2,28.4,29.2,16.1,No,No,Light,Clear
IMD1541,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2023-01-20,Winter,25.5,14.7,19.0,29.43240362799123,64,35.3,NE,6.7,63,0.1,1002.3,20.1,22.2,11.8,No,No,Moderate,Haze
IMD1542,Madurai Weather Station,Tamil Nadu,Madurai,2023-04-22,Summer,43.3,33.3,37.7,1.4843964303067816,49,39.2,W,2.1,82,7.1,1001.5,36.7,40.2,27.5,No,Yes,Light,Fog
IMD1543,Amritsar Weather Station,Punjab,Amritsar,2021-09-01,Monsoon,33.2,26.0,28.0,93.6,96,36.8,NW,13.2,43,7.8,1011.6,30.8,32.8,27.2,Yes,No,Heavy,Haze
IMD1544,Mysuru Weather Station,Karnataka,Mysuru,2023-05-19,Summer,43.6,34.7,37.9,2.857625909767024,47,24.2,S,12.0,100,2.5,1011.0,39.6,40.2,27.3,No,No,Light,Rain
IMD1545,Nashik Weather Station,Maharashtra,Nashik,2020-06-14,Monsoon,37.1,24.3,30.7,31.2,60,32.6,SE,5.8,16,11.6,986.9,31.7,33.7,22.7,No,No,Moderate,Rain
IMD1546,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2022-03-29,Summer,42.4,34.1,37.4,4.57645653663818,49,38.4,NW,6.1,48,0.3,1027.7,37.6,39.9,27.2,No,Yes,Light,Rain
IMD1547,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2024-07-27,Monsoon,27.2,18.0,23.5,22.8,57,4.9,NE,3.7,53,0.1,1008.2,23.4,26.4,14.9,No,Yes,Moderate,Thunderstorm
IMD1548,Hubballi Weather Station,Karnataka,Hubballi,2020-12-02,Winter,19.7,10.0,15.7,1.0,42,20.7,SW,6.5,9,2.8,1009.4,17.4,17.8,4.1,No,No,Light,Thunderstorm
IMD1549,Hubballi Weather Station,Karnataka,Hubballi,2022-08-14,Monsoon,27.7,16.9,23.1,25.9,50,19.6,W,1.5,23,8.4,1019.2,22.4,25.6,13.1,No,No,Moderate,Haze
IMD1550,Bengaluru Weather Station,Karnataka,Bengaluru,2020-05-15,Summer,31.5,23.6,28.6,1.0,38,19.5,SW,2.2,90,3.3,1006.5,27.4,30.5,16.2,No,No,Light,Thunderstorm
IMD1551,Madurai Weather Station,Tamil Nadu,Madurai,2022-10-27,Post-Monsoon,28.4,19.7,24.0,1.4853400418746407,45,21.7,NW,10.4,51,6.9,1010.6,25.3,26.2,13.0,No,Yes,Light,Thunderstorm
IMD1552,Silchar Weather Station,Assam,Silchar,2023-03-10,Summer,39.2,31.1,36.9,1.583251628308601,40,4.6,N,11.4,100,4.8,1015.1,36.0,38.9,24.9,No,No,Light,Fog
IMD1553,Lucknow Weather Station,Uttar Pradesh,Lucknow,2021-05-15,Summer,34.9,22.4,28.6,2.4079439157140503,44,33.1,NE,3.0,15,1.2,1003.9,27.7,30.8,17.4,No,No,Light,Haze
IMD1554,Silchar Weather Station,Assam,Silchar,2021-01-03,Winter,16.4,7.2,12.3,1.2406089793740633,43,27.0,N,7.2,48,10.4,1008.2,15.2,14.5,0.9,No,No,Light,Rain
IMD1555,Nashik Weather Station,Maharashtra,Nashik,2021-10-18,Post-Monsoon,24.5,15.9,22.3,1.0,47,29.6,NE,5.2,37,1.4,1022.3,20.4,24.7,11.7,No,No,Light,Thunderstorm
IMD1556,Jaipur Weather Station,Rajasthan,Jaipur,2021-03-04,Summer,39.0,27.1,32.6,6.995626881221381,43,27.3,W,7.4,76,8.8,1004.2,34.8,34.8,21.2,No,No,Light,Rain
IMD1557,Hubballi Weather Station,Karnataka,Hubballi,2024-01-12,Winter,21.7,15.3,18.3,14.024878199608194,53,26.2,SE,3.9,15,1.9,1013.5,20.3,20.9,8.9,No,No,Light,Cloudy
IMD1558,Durgapur Weather Station,West Bengal,Durgapur,2020-11-12,Post-Monsoon,23.8,14.5,19.1,1.0,52,35.5,S,9.7,5,4.7,1006.3,20.1,21.7,9.5,No,Yes,Light,Rain
IMD1559,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2020-06-29,Monsoon,32.1,22.7,26.9,7.6,48,39.8,N,1.9,62,8.9,1016.0,25.1,29.3,16.5,No,No,Light,Haze
IMD1560,Patiala Weather Station,Punjab,Patiala,2020-07-11,Monsoon,34.3,22.2,28.6,59.3,80,10.8,S,1.9,84,2.4,1013.4,28.8,32.6,24.6,No,No,Moderate,Thunderstorm
IMD1561,Ludhiana Weather Station,Punjab,Ludhiana,2022-03-18,Summer,42.1,34.8,38.6,1.0,47,38.3,S,3.8,61,6.1,1006.4,39.9,41.0,28.0,No,No,Light,Thunderstorm
IMD1562,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-02-26,Winter,19.5,10.9,15.2,1.0,41,25.7,NE,4.0,44,3.4,1016.6,13.8,17.2,3.4,No,No,Light,Haze
IMD1563,Siliguri Weather Station,West Bengal,Siliguri,2022-01-10,Winter,19.4,8.0,13.7,5.599700486517906,52,32.1,NE,9.5,58,5.6,1006.9,15.1,16.3,4.1,No,Yes,Light,Haze
IMD1564,Kanpur Weather Station,Uttar Pradesh,Kanpur,2023-07-15,Monsoon,33.4,23.3,27.9,37.9,59,33.9,N,10.3,1,1.6,1013.2,26.1,30.8,19.7,No,No,Moderate,Thunderstorm
IMD1565,Siliguri Weather Station,West Bengal,Siliguri,2021-03-21,Summer,31.3,24.7,28.1,1.0,48,21.7,NE,8.9,14,0.9,1008.8,29.3,30.5,17.7,No,No,Light,Clear
IMD1566,Jorhat Weather Station,Assam,Jorhat,2024-06-23,Monsoon,32.9,24.2,28.1,18.9,59,9.0,NE,12.0,11,1.5,1005.2,26.2,31.1,19.9,No,Yes,Light,Rain
IMD1567,Lucknow Weather Station,Uttar Pradesh,Lucknow,2024-04-27,Summer,40.7,35.5,37.8,19.638186747541887,57,14.3,NE,10.4,99,4.2,1006.7,37.3,40.6,29.2,No,No,Light,Cloudy
IMD1568,Hubballi Weather Station,Karnataka,Hubballi,2020-04-02,Summer,36.3,24.9,30.2,6.711866548813834,40,14.9,N,5.7,83,4.3,1015.7,31.4,32.2,18.2,No,No,Light,Clear
IMD1569,Udaipur Weather Station,Rajasthan,Udaipur,2020-12-16,Winter,25.7,17.1,20.4,6.9885331661180565,49,33.5,NW,12.9,61,10.1,1016.4,22.5,22.8,10.2,No,No,Light,Clear
IMD1570,Udaipur Weather Station,Rajasthan,Udaipur,2021-09-10,Monsoon,34.1,22.2,29.1,10.5,49,26.1,W,9.4,39,1.3,1010.0,29.3,31.6,18.9,No,No,Light,Haze
IMD1571,Amritsar Weather Station,Punjab,Amritsar,2024-12-05,Winter,21.8,13.9,16.2,7.747218165755118,56,33.1,E,13.2,78,6.9,1010.7,16.7,19.0,7.4,No,No,Light,Rain
IMD1572,Chennai Weather Station,Tamil Nadu,Chennai,2021-06-27,Monsoon,32.0,22.2,28.0,79.9,91,9.3,NE,10.6,68,0.6,1015.0,30.7,32.5,26.2,No,No,Moderate,Clear
IMD1573,Udaipur Weather Station,Rajasthan,Udaipur,2024-12-25,Winter,21.6,15.9,19.1,1.0,46,36.2,SW,2.5,28,8.4,1013.3,19.1,21.4,8.3,No,No,Light,Fog
IMD1574,Kanpur Weather Station,Uttar Pradesh,Kanpur,2020-12-03,Winter,28.5,19.7,22.4,2.300399028198969,38,35.7,SE,11.1,86,6.9,1024.8,21.3,24.3,10.0,No,No,Light,Thunderstorm
IMD1575,Silchar Weather Station,Assam,Silchar,2023-06-19,Monsoon,34.1,25.3,27.4,27.9,66,1.6,NE,7.1,79,8.5,1002.0,28.7,30.7,20.6,No,Yes,Moderate,Fog
IMD1576,Madurai Weather Station,Tamil Nadu,Madurai,2022-07-07,Monsoon,36.1,27.7,31.4,58.2,79,26.1,S,9.3,28,0.2,1013.4,34.3,35.4,27.2,No,No,Moderate,Clear
IMD1577,Lucknow Weather Station,Uttar Pradesh,Lucknow,2020-03-14,Summer,35.4,25.0,28.9,1.0,45,4.2,S,11.1,2,1.9,1016.2,27.4,31.1,17.9,No,No,Light,Clear
IMD1578,Silchar Weather Station,Assam,Silchar,2024-03-05,Summer,35.0,25.2,31.7,6.414494920064872,51,27.6,E,2.6,2,9.6,1012.0,30.8,34.2,21.9,No,Yes,Light,Rain
IMD1579,Guwahati Weather Station,Assam,Guwahati,2023-06-30,Monsoon,30.5,18.0,24.6,29.0,53,13.1,NE,13.4,52,3.0,1019.3,25.7,27.2,15.2,No,Yes,Moderate,Cloudy
IMD1580,Kolkata Weather Station,West Bengal,Kolkata,2024-02-12,Winter,25.3,14.8,21.5,1.0,49,11.7,NE,6.8,73,4.3,1007.5,22.7,23.9,11.3,No,Yes,Light,Haze
IMD1581,Ludhiana Weather Station,Punjab,Ludhiana,2023-09-04,Monsoon,37.1,23.7,30.5,30.1,54,16.0,W,11.1,30,10.7,1019.2,32.3,33.2,21.3,No,No,Moderate,Rain
IMD1582,Nagpur Weather Station,Maharashtra,Nagpur,2023-12-15,Winter,13.6,5.9,11.6,1.0,43,26.2,W,8.9,63,3.0,1018.9,11.0,13.8,0.2,No,No,Light,Fog
IMD1583,Kolkata Weather Station,West Bengal,Kolkata,2020-02-02,Winter,22.1,16.2,20.1,4.026872304030748,39,18.5,SE,1.6,45,8.5,1019.0,18.6,22.1,7.9,No,Yes,Light,Clear
IMD1584,Siliguri Weather Station,West Bengal,Siliguri,2020-10-17,Post-Monsoon,31.2,18.1,24.5,1.1406319394323339,53,37.1,SE,14.6,65,3.6,1018.3,27.4,27.1,15.1,No,No,Light,Rain
IMD1585,Patiala Weather Station,Punjab,Patiala,2020-05-05,Summer,41.4,33.0,36.2,2.673776900376448,40,19.5,E,14.9,94,9.3,1006.5,35.1,38.2,24.2,No,No,Light,Rain
IMD1586,Kolkata Weather Station,West Bengal,Kolkata,2024-06-25,Monsoon,30.9,26.4,28.6,31.6,61,2.1,SE,10.8,84,6.8,1010.6,30.0,31.7,20.8,No,Yes,Moderate,Haze
IMD1587,Jaipur Weather Station,Rajasthan,Jaipur,2022-08-05,Monsoon,40.7,34.3,38.4,29.2,66,25.2,SW,5.6,53,8.1,1015.1,38.1,41.7,31.6,No,No,Moderate,Haze
IMD1588,Jorhat Weather Station,Assam,Jorhat,2024-04-16,Summer,41.9,34.7,38.1,1.0,41,39.8,NE,10.8,11,8.2,1009.0,39.3,40.1,26.3,No,No,Light,Haze
IMD1589,Amritsar Weather Station,Punjab,Amritsar,2022-12-29,Winter,21.8,15.3,17.9,1.0,52,24.5,NE,10.8,48,5.5,1006.7,19.5,20.5,8.3,No,No,Light,Rain
IMD1590,Udaipur Weather Station,Rajasthan,Udaipur,2020-05-27,Summer,42.4,32.2,35.6,13.828801256195202,54,35.2,N,10.0,11,5.8,1021.6,35.5,38.3,26.4,No,No,Light,Clear
IMD1591,Silchar Weather Station,Assam,Silchar,2021-01-05,Winter,18.6,10.3,15.0,2.4831275118982994,47,4.4,NW,5.7,86,11.5,1024.1,15.0,17.4,4.4,No,No,Light,Cloudy
IMD1592,Chennai Weather Station,Tamil Nadu,Chennai,2024-08-30,Monsoon,32.2,20.3,25.2,66.7,72,12.3,N,13.3,82,2.7,1014.1,23.3,28.8,19.6,No,No,Moderate,Rain
IMD1593,Siliguri Weather Station,West Bengal,Siliguri,2020-01-19,Winter,29.3,21.3,25.4,4.197580586302989,40,27.4,S,10.7,64,0.2,1013.1,25.9,27.4,13.4,No,Yes,Light,Thunderstorm
IMD1594,Amritsar Weather Station,Punjab,Amritsar,2022-10-28,Post-Monsoon,22.4,13.0,19.6,1.0,44,21.0,SW,10.9,43,11.9,1021.7,22.3,21.8,8.4,No,No,Light,Haze
IMD1595,Jorhat Weather Station,Assam,Jorhat,2023-01-27,Winter,26.4,18.6,23.4,1.2781310325875133,45,37.0,NE,7.4,56,6.8,1010.3,26.2,25.6,12.4,No,Yes,Light,Rain
IMD1596,Udaipur Weather Station,Rajasthan,Udaipur,2022-08-15,Monsoon,33.9,23.9,29.2,22.2,51,8.2,NE,9.7,54,4.4,1010.9,31.5,31.8,19.4,No,No,Moderate,Thunderstorm
IMD1597,Mysuru Weather Station,Karnataka,Mysuru,2022-11-03,Post-Monsoon,27.2,20.9,23.5,1.0,46,22.4,W,8.7,70,10.8,1008.4,23.6,25.8,12.7,No,No,Light,Cloudy
IMD1598,Durgapur Weather Station,West Bengal,Durgapur,2020-09-08,Monsoon,33.5,27.0,29.6,50.0,70,10.9,SE,11.5,38,4.6,1007.6,30.6,33.1,23.6,No,No,Moderate,Cloudy
IMD1599,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2023-10-04,Post-Monsoon,28.4,16.3,22.3,1.8761110394526335,50,20.6,W,7.6,56,7.5,1001.9,23.8,24.8,12.3,No,Yes,Light,Cloudy
IMD1600,Amritsar Weather Station,Punjab,Amritsar,2022-12-03,Winter,23.8,16.4,20.6,1.2660409823041159,52,25.6,NE,11.1,8,2.1,1005.0,20.5,23.2,11.0,No,No,Light,Fog
IMD1601,Guwahati Weather Station,Assam,Guwahati,2021-01-23,Winter,19.1,10.1,14.7,7.534526658202142,41,20.9,NE,14.7,34,1.3,1012.3,12.7,16.8,2.9,No,Yes,Light,Thunderstorm
IMD1602,Mysuru Weather Station,Karnataka,Mysuru,2020-04-29,Summer,39.1,28.7,35.2,3.8085574903773614,42,31.4,NW,3.4,61,5.2,1025.4,36.1,37.3,23.6,No,No,Light,Fog
IMD1603,Jorhat Weather Station,Assam,Jorhat,2020-04-03,Summer,39.6,33.5,35.7,1.0,50,39.0,NE,1.2,76,5.7,1008.9,35.2,38.2,25.7,No,Yes,Light,Haze
IMD1604,Silchar Weather Station,Assam,Silchar,2023-04-04,Summer,40.1,31.9,34.8,11.278442610014183,58,22.6,NW,3.7,14,7.6,1018.4,35.5,37.7,26.4,No,Yes,Light,Cloudy
IMD1605,Pune Weather Station,Maharashtra,Pune,2022-03-21,Summer,40.0,30.1,35.0,4.067837187530165,39,28.6,SW,12.5,68,11.7,1010.9,37.6,37.0,22.8,No,No,Light,Fog
IMD1606,Nashik Weather Station,Maharashtra,Nashik,2020-03-25,Summer,35.1,25.2,31.5,5.5113481980287915,50,1.3,S,13.4,23,11.6,1013.3,32.8,34.0,21.5,No,No,Light,Rain
IMD1607,Kolkata Weather Station,West Bengal,Kolkata,2021-07-17,Monsoon,31.9,18.9,24.9,55.3,76,26.0,SW,3.8,72,0.5,1001.1,23.8,28.7,20.1,No,No,Moderate,Rain
IMD1608,Kolkata Weather Station,West Bengal,Kolkata,2021-11-20,Post-Monsoon,30.7,20.5,25.2,4.918025946252819,53,24.8,S,8.5,44,9.9,1016.1,24.5,27.8,15.8,No,Yes,Light,Rain
IMD1609,Mysuru Weather Station,Karnataka,Mysuru,2022-06-29,Monsoon,31.0,20.1,26.8,37.3,58,4.3,W,1.1,86,10.1,994.5,27.8,29.7,18.4,No,No,Moderate,Fog
IMD1610,Jaipur Weather Station,Rajasthan,Jaipur,2022-08-29,Monsoon,31.8,23.8,27.7,70.3,75,14.0,W,6.8,24,0.2,1007.1,25.8,31.4,22.7,No,No,Moderate,Haze
IMD1611,Guwahati Weather Station,Assam,Guwahati,2021-12-09,Winter,21.4,15.1,18.5,4.008379654946606,53,28.9,SW,2.5,65,10.4,1012.1,19.7,21.1,9.1,No,Yes,Light,Haze
IMD1612,Nashik Weather Station,Maharashtra,Nashik,2020-08-01,Monsoon,29.1,19.1,26.1,46.2,67,23.7,S,5.5,16,4.6,1005.9,29.0,29.5,19.5,No,No,Moderate,Haze
IMD1613,Udaipur Weather Station,Rajasthan,Udaipur,2020-04-29,Summer,40.6,31.6,35.3,18.149239250744973,57,13.4,S,7.8,16,10.9,1021.6,36.9,38.1,26.7,No,No,Light,Fog
IMD1614,Jodhpur Weather Station,Rajasthan,Jodhpur,2022-09-27,Monsoon,31.8,25.0,27.4,81.5,82,2.6,W,11.1,37,3.2,1008.7,25.7,31.5,23.8,Yes,No,Heavy,Haze
IMD1615,Kolkata Weather Station,West Bengal,Kolkata,2023-09-18,Monsoon,36.4,24.1,30.1,25.9,64,2.2,S,2.7,97,3.8,1010.0,32.9,33.3,22.9,No,No,Moderate,Thunderstorm
IMD1616,Lucknow Weather Station,Uttar Pradesh,Lucknow,2023-03-30,Summer,40.3,29.7,35.4,3.7692253026607743,47,5.3,NW,12.5,78,7.4,1009.3,35.1,37.8,24.8,No,No,Light,Cloudy
IMD1617,Nashik Weather Station,Maharashtra,Nashik,2024-11-27,Post-Monsoon,37.2,24.9,30.3,2.6565157743633714,46,33.7,N,10.9,75,2.4,1016.6,28.6,32.6,19.5,No,No,Light,Rain
IMD1618,Coimbatore Weather Station,Tamil Nadu,Coimbatore,2021-03-12,Summer,31.1,23.3,26.5,1.0,53,21.4,SE,7.4,8,9.1,1017.9,27.0,29.1,17.1,No,Yes,Light,Rain
IMD1619,Meerut Weather Station,Uttar Pradesh,Meerut,2020-07-16,Monsoon,29.0,22.0,26.2,43.4,74,5.0,SE,8.8,94,11.5,1010.8,27.4,29.9,21.0,No,No,Moderate,Thunderstorm
IMD1620,Durgapur Weather Station,West Bengal,Durgapur,2024-03-20,Summer,41.9,32.2,37.6,3.2350283769556905,43,29.3,E,12.5,55,4.0,1014.8,37.7,39.8,26.2,No,Yes,Light,Fog
IMD1621,Chennai Weather Station,Tamil Nadu,Chennai,2023-04-19,Summer,39.4,29.9,36.5,1.2718184799452694,41,7.8,N,6.3,46,11.3,1005.2,35.0,38.5,24.7,No,No,Light,Thunderstorm
IMD1622,Chennai Weather Station,Tamil Nadu,Chennai,2024-09-25,Monsoon,33.0,21.9,27.6,68.0,83,19.0,E,6.8,92,11.3,1019.6,30.2,31.8,24.2,No,Yes,Moderate,Thunderstorm
IMD1623,Nashik Weather Station,Maharashtra,Nashik,2023-04-28,Summer,36.3,27.3,32.2,1.1538108254596555,45,19.8,W,13.2,0,2.9,1000.3,31.4,34.5,21.2,No,No,Light,Fog
IMD1624,Patiala Weather Station,Punjab,Patiala,2020-01-16,Winter,25.9,20.0,22.4,2.0954913647546176,39,37.3,NE,14.0,11,6.9,1021.4,20.7,24.3,10.2,No,No,Light,Clear
IMD1625,Nagpur Weather Station,Maharashtra,Nagpur,2024-06-06,Monsoon,30.4,23.6,27.9,61.1,77,7.4,NW,13.6,77,7.5,1013.2,30.0,31.8,23.3,No,No,Moderate,Clear
IMD1626,Patiala Weather Station,Punjab,Patiala,2020-01-11,Winter,24.9,14.8,18.3,5.670330693860764,43,37.9,SW,5.0,11,9.1,1017.0,18.7,20.4,6.9,No,No,Light,Fog
IMD1627,Patiala Weather Station,Punjab,Patiala,2023-12-25,Winter,18.6,10.4,14.9,1.0895416904142479,50,25.2,SW,12.0,29,3.0,1005.3,14.1,17.4,4.9,No,No,Light,Rain
IMD1628,Lucknow Weather Station,Uttar Pradesh,Lucknow,2022-01-26,Winter,21.0,11.3,15.8,2.7436908667387847,39,34.7,NW,12.2,52,6.6,1018.1,15.6,17.8,3.6,No,No,Light,Clear
IMD1629,Udaipur Weather Station,Rajasthan,Udaipur,2023-09-22,Monsoon,33.3,22.6,27.6,10.7,46,29.2,NW,4.8,89,3.3,1020.1,27.4,29.9,16.8,No,No,Light,Rain
IMD1630,Mysuru Weather Station,Karnataka,Mysuru,2022-02-07,Winter,25.2,17.6,21.0,1.0,39,18.0,NE,9.1,14,5.7,1008.8,20.0,22.9,8.8,No,No,Light,Thunderstorm
